   1. 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.18011E-03 -.10938E+06 -.41009E-27 -.10938E+06 0.24798E-05 0.66973E-11 0.15184E-21
   2. 0.71250E-02 0.00000E+00 0.00000E+00 -.25733E-06 0.17923E-03 -.11612E+06 -.37825E-27 -.10088E+06 -.60156E+06 0.61773E-11 -.36835E-10
   3. 0.12678E-04 0.00000E+00 0.00000E+00 -.53280E-09 0.18011E-03 -.10938E+06 -.41009E-27 -.10938E+06 -.54046E+03 0.66973E-11 -.33094E-13
   4. 0.25356E-04 0.00000E+00 0.00000E+00 -.10656E-08 0.18011E-03 -.10938E+06 -.41009E-27 -.10938E+06 -.10809E+04 0.66973E-11 -.66188E-13
   5. 0.38034E-04 0.00000E+00 0.00000E+00 -.15984E-08 0.18011E-03 -.10937E+06 -.41009E-27 -.10937E+06 -.16214E+04 0.66973E-11 -.99281E-13
   6. 0.50712E-04 0.00000E+00 0.00000E+00 -.21312E-08 0.18011E-03 -.10937E+06 -.41009E-27 -.10937E+06 -.21618E+04 0.66973E-11 -.13238E-12
   7. 0.63390E-04 0.00000E+00 0.00000E+00 -.26640E-08 0.18011E-03 -.10937E+06 -.41009E-27 -.10937E+06 -.27023E+04 0.66972E-11 -.16547E-12
   8. 0.76068E-04 0.00000E+00 0.00000E+00 -.31967E-08 0.18011E-03 -.10937E+06 -.41008E-27 -.10937E+06 -.32428E+04 0.66972E-11 -.19856E-12
   9. 0.88746E-04 0.00000E+00 0.00000E+00 -.37295E-08 0.18011E-03 -.10937E+06 -.41008E-27 -.10937E+06 -.37832E+04 0.66971E-11 -.23166E-12
  10. 0.10142E-03 0.00000E+00 0.00000E+00 -.42623E-08 0.18011E-03 -.10937E+06 -.41008E-27 -.10937E+06 -.43237E+04 0.66970E-11 -.26475E-12
  11. 0.11410E-03 0.00000E+00 0.00000E+00 -.47950E-08 0.18011E-03 -.10937E+06 -.41007E-27 -.10937E+06 -.48642E+04 0.66970E-11 -.29784E-12
  12. 0.12678E-03 0.00000E+00 0.00000E+00 -.53277E-08 0.18011E-03 -.10936E+06 -.41007E-27 -.10937E+06 -.54046E+04 0.66969E-11 -.33094E-12
  13. 0.13946E-03 0.00000E+00 0.00000E+00 -.58605E-08 0.18011E-03 -.10936E+06 -.41006E-27 -.10937E+06 -.59451E+04 0.66968E-11 -.36403E-12
  14. 0.15214E-03 0.00000E+00 0.00000E+00 -.63932E-08 0.18011E-03 -.10936E+06 -.41005E-27 -.10937E+06 -.64855E+04 0.66967E-11 -.39713E-12
  15. 0.16481E-03 0.00000E+00 0.00000E+00 -.69258E-08 0.18011E-03 -.10935E+06 -.41005E-27 -.10936E+06 -.70260E+04 0.66966E-11 -.43022E-12
