   1. 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87326E+06 0.32742E-26 0.87326E+06 -.23137E+04 -.53472E-10 -.14167E-12
   2. 0.71250E-02 0.00000E+00 0.00000E+00 0.00000E+00 0.17900E-03 0.39801E+06 0.14487E-26 0.38639E+06 -.93564E+06 -.23660E-10 -.57291E-10
   3. 0.25356E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87325E+06 0.32742E-26 0.87326E+06 -.38562E+04 -.53472E-10 -.23612E-12
   4. 0.50712E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87324E+06 0.32742E-26 0.87325E+06 -.70954E+04 -.53471E-10 -.43447E-12
   5. 0.76068E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87322E+06 0.32741E-26 0.87324E+06 -.10511E+05 -.53470E-10 -.64361E-12
   6. 0.10142E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87320E+06 0.32741E-26 0.87322E+06 -.13956E+05 -.53469E-10 -.85454E-12
   7. 0.12678E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87317E+06 0.32740E-26 0.87320E+06 -.17411E+05 -.53468E-10 -.10661E-11
   8. 0.15214E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87313E+06 0.32739E-26 0.87318E+06 -.20872E+05 -.53467E-10 -.12780E-11
   9. 0.17749E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87308E+06 0.32738E-26 0.87315E+06 -.24336E+05 -.53465E-10 -.14901E-11
  10. 0.20285E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87303E+06 0.32737E-26 0.87312E+06 -.27801E+05 -.53463E-10 -.17023E-11
  11. 0.22820E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87297E+06 0.32735E-26 0.87308E+06 -.31267E+05 -.53461E-10 -.19146E-11
  12. 0.25356E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87290E+06 0.32734E-26 0.87304E+06 -.34735E+05 -.53458E-10 -.21269E-11
  13. 0.27891E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87283E+06 0.32732E-26 0.87300E+06 -.38203E+05 -.53456E-10 -.23392E-11
  14. 0.30427E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87275E+06 0.32730E-26 0.87295E+06 -.41671E+05 -.53453E-10 -.25516E-11
  15. 0.32963E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87266E+06 0.32728E-26 0.87289E+06 -.45140E+05 -.53449E-10 -.27640E-11
  16. 0.35498E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87257E+06 0.32726E-26 0.87284E+06 -.48609E+05 -.53446E-10 -.29764E-11
  17. 0.38034E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87247E+06 0.32724E-26 0.87277E+06 -.52078E+05 -.53442E-10 -.31889E-11
  18. 0.40569E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87236E+06 0.32721E-26 0.87271E+06 -.55547E+05 -.53438E-10 -.34013E-11
  19. 0.43105E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87224E+06 0.32719E-26 0.87264E+06 -.59017E+05 -.53434E-10 -.36137E-11
  20. 0.45641E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87212E+06 0.32716E-26 0.87256E+06 -.62486E+05 -.53429E-10 -.38262E-11
  21. 0.48176E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87199E+06 0.32713E-26 0.87248E+06 -.65956E+05 -.53424E-10 -.40386E-11
  22. 0.50712E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87186E+06 0.32710E-26 0.87240E+06 -.69426E+05 -.53419E-10 -.42511E-11
  23. 0.53247E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87171E+06 0.32706E-26 0.87231E+06 -.72896E+05 -.53414E-10 -.44636E-11
  24. 0.55783E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87156E+06 0.32703E-26 0.87222E+06 -.76366E+05 -.53408E-10 -.46761E-11
  25. 0.58319E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87141E+06 0.32699E-26 0.87212E+06 -.79836E+05 -.53402E-10 -.48885E-11
  26. 0.60854E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87124E+06 0.32696E-26 0.87202E+06 -.83306E+05 -.53396E-10 -.51010E-11
  27. 0.63390E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87107E+06 0.32692E-26 0.87192E+06 -.86776E+05 -.53390E-10 -.53135E-11
  28. 0.65925E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87089E+06 0.32688E-26 0.87181E+06 -.90246E+05 -.53383E-10 -.55260E-11
  29. 0.68461E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87071E+06 0.32683E-26 0.87170E+06 -.93716E+05 -.53376E-10 -.57385E-11
  30. 0.70996E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 0.87052E+06 0.32679E-26 0.87158E+06 -.97186E+05 -.53369E-10 -.59510E-11
