   1. 0.12678E-04 0.00000E+00 0.00000E+00 0.47792E+07 0.17919E-25 0.47792E+07 -.50631E+03 -.29264E-09 -.31003E-13
   2. 0.38034E-04 0.00000E+00 0.00000E+00 0.47791E+07 0.17919E-25 0.47792E+07 -.13534E+04 -.29264E-09 -.82870E-13
   3. 0.63390E-04 0.00000E+00 0.00000E+00 0.47791E+07 0.17919E-25 0.47791E+07 -.22004E+04 -.29264E-09 -.13474E-12
   4. 0.88746E-04 0.00000E+00 0.00000E+00 0.47789E+07 0.17919E-25 0.47790E+07 -.30475E+04 -.29263E-09 -.18661E-12
   5. 0.11410E-03 0.00000E+00 0.00000E+00 0.47788E+07 0.17918E-25 0.47789E+07 -.38946E+04 -.29263E-09 -.23847E-12
   6. 0.13946E-03 0.00000E+00 0.00000E+00 0.47786E+07 0.17918E-25 0.47788E+07 -.47416E+04 -.29262E-09 -.29034E-12
   7. 0.16481E-03 0.00000E+00 0.00000E+00 0.47783E+07 0.17917E-25 0.47787E+07 -.55887E+04 -.29261E-09 -.34221E-12
   8. 0.19017E-03 0.00000E+00 0.00000E+00 0.47780E+07 0.17916E-25 0.47785E+07 -.64358E+04 -.29260E-09 -.39408E-12
   9. 0.21552E-03 0.00000E+00 0.00000E+00 0.47777E+07 0.17916E-25 0.47783E+07 -.72828E+04 -.29259E-09 -.44594E-12
  10. 0.24088E-03 0.00000E+00 0.00000E+00 0.47773E+07 0.17915E-25 0.47781E+07 -.81299E+04 -.29257E-09 -.49781E-12
  11. 0.26624E-03 0.00000E+00 0.00000E+00 0.47769E+07 0.17914E-25 0.47778E+07 -.89770E+04 -.29256E-09 -.54968E-12
  12. 0.29159E-03 0.00000E+00 0.00000E+00 0.47765E+07 0.17913E-25 0.47775E+07 -.98240E+04 -.29254E-09 -.60155E-12
  13. 0.31695E-03 0.00000E+00 0.00000E+00 0.47760E+07 0.17912E-25 0.47772E+07 -.10671E+05 -.29252E-09 -.65342E-12
  14. 0.34230E-03 0.00000E+00 0.00000E+00 0.47754E+07 0.17910E-25 0.47769E+07 -.11518E+05 -.29250E-09 -.70528E-12
  15. 0.36766E-03 0.00000E+00 0.00000E+00 0.47748E+07 0.17909E-25 0.47765E+07 -.12365E+05 -.29248E-09 -.75715E-12
  16. 0.39302E-03 0.00000E+00 0.00000E+00 0.47742E+07 0.17908E-25 0.47762E+07 -.13212E+05 -.29245E-09 -.80902E-12
  17. 0.41837E-03 0.00000E+00 0.00000E+00 0.47736E+07 0.17906E-25 0.47757E+07 -.14059E+05 -.29243E-09 -.86089E-12
  18. 0.44373E-03 0.00000E+00 0.00000E+00 0.47729E+07 0.17905E-25 0.47753E+07 -.14906E+05 -.29240E-09 -.91275E-12
  19. 0.46908E-03 0.00000E+00 0.00000E+00 0.47721E+07 0.17903E-25 0.47749E+07 -.15753E+05 -.29238E-09 -.96462E-12
  20. 0.49444E-03 0.00000E+00 0.00000E+00 0.47713E+07 0.17901E-25 0.47744E+07 -.16601E+05 -.29235E-09 -.10165E-11
  21. 0.51980E-03 0.00000E+00 0.00000E+00 0.47705E+07 0.17899E-25 0.47739E+07 -.17448E+05 -.29232E-09 -.10684E-11
  22. 0.54515E-03 0.00000E+00 0.00000E+00 0.47696E+07 0.17897E-25 0.47733E+07 -.18295E+05 -.29228E-09 -.11202E-11
  23. 0.57051E-03 0.00000E+00 0.00000E+00 0.47687E+07 0.17895E-25 0.47728E+07 -.19142E+05 -.29225E-09 -.11721E-11
  24. 0.59586E-03 0.00000E+00 0.00000E+00 0.47678E+07 0.17893E-25 0.47722E+07 -.19989E+05 -.29221E-09 -.12240E-11
  25. 0.62122E-03 0.00000E+00 0.00000E+00 0.47668E+07 0.17891E-25 0.47716E+07 -.20836E+05 -.29218E-09 -.12758E-11
  26. 0.64657E-03 0.00000E+00 0.00000E+00 0.47657E+07 0.17888E-25 0.47710E+07 -.21683E+05 -.29214E-09 -.13277E-11
  27. 0.67193E-03 0.00000E+00 0.00000E+00 0.47647E+07 0.17886E-25 0.47703E+07 -.22530E+05 -.29210E-09 -.13796E-11
  28. 0.69729E-03 0.00000E+00 0.00000E+00 0.47635E+07 0.17883E-25 0.47696E+07 -.23377E+05 -.29205E-09 -.14314E-11
  29. 0.72264E-03 0.00000E+00 0.00000E+00 0.47624E+07 0.17881E-25 0.47689E+07 -.24224E+05 -.29201E-09 -.14833E-11
  30. 0.74800E-03 0.00000E+00 0.00000E+00 0.47612E+07 0.17878E-25 0.47682E+07 -.25071E+05 -.29197E-09 -.15352E-11
  31. 0.77335E-03 0.00000E+00 0.00000E+00 0.47599E+07 0.17875E-25 0.47674E+07 -.25918E+05 -.29192E-09 -.15870E-11
  32. 0.79871E-03 0.00000E+00 0.00000E+00 0.47586E+07 0.17872E-25 0.47666E+07 -.26765E+05 -.29187E-09 -.16389E-11
  33. 0.82407E-03 0.00000E+00 0.00000E+00 0.47573E+07 0.17869E-25 0.47658E+07 -.27612E+05 -.29182E-09 -.16908E-11
  34. 0.84942E-03 0.00000E+00 0.00000E+00 0.47560E+07 0.17866E-25 0.47650E+07 -.28459E+05 -.29177E-09 -.17426E-11
  35. 0.87478E-03 0.00000E+00 0.00000E+00 0.47545E+07 0.17863E-25 0.47641E+07 -.29306E+05 -.29172E-09 -.17945E-11
  36. 0.90013E-03 0.00000E+00 0.00000E+00 0.47531E+07 0.17859E-25 0.47632E+07 -.30154E+05 -.29166E-09 -.18464E-11
  37. 0.92549E-03 0.00000E+00 0.00000E+00 0.47516E+07 0.17856E-25 0.47623E+07 -.31001E+05 -.29161E-09 -.18982E-11
  38. 0.95085E-03 0.00000E+00 0.00000E+00 0.47501E+07 0.17852E-25 0.47614E+07 -.31848E+05 -.29155E-09 -.19501E-11
  39. 0.97620E-03 0.00000E+00 0.00000E+00 0.47485E+07 0.17849E-25 0.47604E+07 -.32695E+05 -.29149E-09 -.20020E-11
  40. 0.10016E-02 0.00000E+00 0.00000E+00 0.47469E+07 0.17845E-25 0.47594E+07 -.33542E+05 -.29143E-09 -.20538E-11
  41. 0.10269E-02 0.00000E+00 0.00000E+00 0.47452E+07 0.17841E-25 0.47584E+07 -.34389E+05 -.29137E-09 -.21057E-11
  42. 0.10523E-02 0.00000E+00 0.00000E+00 0.47435E+07 0.17837E-25 0.47574E+07 -.35236E+05 -.29130E-09 -.21576E-11
  43. 0.10776E-02 0.00000E+00 0.00000E+00 0.47418E+07 0.17833E-25 0.47563E+07 -.36083E+05 -.29124E-09 -.22094E-11
  44. 0.11030E-02 0.00000E+00 0.00000E+00 0.47400E+07 0.17829E-25 0.47552E+07 -.36930E+05 -.29117E-09 -.22613E-11
  45. 0.11283E-02 0.00000E+00 0.00000E+00 0.47382E+07 0.17825E-25 0.47541E+07 -.37777E+05 -.29110E-09 -.23132E-11
  46. 0.11537E-02 0.00000E+00 0.00000E+00 0.47363E+07 0.17821E-25 0.47530E+07 -.38624E+05 -.29103E-09 -.23650E-11
  47. 0.11790E-02 0.00000E+00 0.00000E+00 0.47344E+07 0.17816E-25 0.47518E+07 -.39471E+05 -.29096E-09 -.24169E-11
  48. 0.12044E-02 0.00000E+00 0.00000E+00 0.47325E+07 0.17812E-25 0.47506E+07 -.40318E+05 -.29089E-09 -.24688E-11
  49. 0.12298E-02 0.00000E+00 0.00000E+00 0.47305E+07 0.17807E-25 0.47494E+07 -.41165E+05 -.29082E-09 -.25207E-11
  50. 0.12551E-02 0.00000E+00 0.00000E+00 0.47284E+07 0.17803E-25 0.47481E+07 -.42012E+05 -.29074E-09 -.25725E-11
  51. 0.12805E-02 0.00000E+00 0.00000E+00 0.47264E+07 0.17798E-25 0.47469E+07 -.42860E+05 -.29066E-09 -.26244E-11
  52. 0.13058E-02 0.00000E+00 0.00000E+00 0.47243E+07 0.17793E-25 0.47456E+07 -.43707E+05 -.29058E-09 -.26763E-11
  53. 0.13312E-02 0.00000E+00 0.00000E+00 0.47221E+07 0.17788E-25 0.47443E+07 -.44554E+05 -.29050E-09 -.27281E-11
  54. 0.13565E-02 0.00000E+00 0.00000E+00 0.47199E+07 0.17783E-25 0.47429E+07 -.45401E+05 -.29042E-09 -.27800E-11
  55. 0.13819E-02 0.00000E+00 0.00000E+00 0.47177E+07 0.17778E-25 0.47415E+07 -.46248E+05 -.29034E-09 -.28319E-11
  56. 0.14073E-02 0.00000E+00 0.00000E+00 0.47154E+07 0.17773E-25 0.47402E+07 -.47095E+05 -.29025E-09 -.28837E-11
