   1. 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17465E+07 -.65484E-26 -.17465E+07 -.22703E+03 0.10694E-09 -.13902E-13
   2. 0.71250E-02 0.00000E+00 0.00000E+00 0.00000E+00 0.17900E-03 -.43867E+07 -.72589E-26 -.19360E+07 -.35196E+06 0.11855E-09 -.21551E-10
   3. 0.25356E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17465E+07 -.65484E-26 -.17465E+07 -.37839E+03 0.10694E-09 -.23169E-13
   4. 0.50712E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17465E+07 -.65483E-26 -.17465E+07 -.69623E+03 0.10694E-09 -.42632E-13
   5. 0.76068E-04 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17464E+07 -.65482E-26 -.17465E+07 -.10314E+04 0.10694E-09 -.63153E-13
   6. 0.10142E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17464E+07 -.65481E-26 -.17464E+07 -.13694E+04 0.10694E-09 -.83851E-13
   7. 0.12678E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17463E+07 -.65480E-26 -.17464E+07 -.17085E+04 0.10694E-09 -.10461E-12
   8. 0.15214E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17463E+07 -.65478E-26 -.17464E+07 -.20480E+04 0.10693E-09 -.12541E-12
   9. 0.17749E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17462E+07 -.65476E-26 -.17463E+07 -.23879E+04 0.10693E-09 -.14622E-12
  10. 0.20285E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17461E+07 -.65473E-26 -.17462E+07 -.27279E+04 0.10693E-09 -.16704E-12
  11. 0.22820E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17459E+07 -.65471E-26 -.17462E+07 -.30681E+04 0.10692E-09 -.18787E-12
  12. 0.25356E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17458E+07 -.65468E-26 -.17461E+07 -.34083E+04 0.10692E-09 -.20870E-12
  13. 0.27891E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17457E+07 -.65464E-26 -.17460E+07 -.37486E+04 0.10691E-09 -.22954E-12
  14. 0.30427E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17455E+07 -.65461E-26 -.17459E+07 -.40889E+04 0.10691E-09 -.25037E-12
  15. 0.32963E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17453E+07 -.65456E-26 -.17458E+07 -.44293E+04 0.10690E-09 -.27122E-12
  16. 0.35498E-03 0.00000E+00 0.00000E+00 0.00000E+00 0.17917E-03 -.17451E+07 -.65452E-26 -.17457E+07 -.47697E+04 0.10689E-09 -.29206E-12
